index,episode,episode_name,segment,type,actor,character,detail,record_date,series,transmission_date
138,1,"Episode One: Whither Canada?","It's the Arts",Dialogue,"John Cleese","Second Interviewer","Oh,","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
139,1,"Episode One: Whither Canada?","It's the Arts",Dialogue,,"Second Interviewer",shut,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
140,1,"Episode One: Whither Canada?","It's the Arts",Dialogue,"John Cleese","Second Interviewer",up.,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
141,1,"Episode One: Whither Canada?","It's the Arts",Direction,,,"Cut to linkman, as before","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
142,1,"Episode One: Whither Canada?","It's the Arts",Dialogue,"Michael Palin",Linkman,"Sir Edward...Ross. Now, later in the programme we will be bringing you a unique event in the world of modern art. Pablo Picasso will be doing a special painting for us, on this programme, live, on a bicycle. But right now it's time to look at a man whose meteoric rise to fame...","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
143,1,"Episode One: Whither Canada?","It's the Arts",Direction,,,"A pig squeals. Interviewer leaps up, grabs a revolver from his desk drawer and fires off-screen.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
144,1,"Episode One: Whither Canada?","It's the Arts",Direction,,,"CAPTION: 'PIGS 3, NELSON 1'","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
145,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"Third Interviewer and Arthur 'Two Sheds' Jackson. Musical score blow-up behind.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
146,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Last week the Royal Festival Hall saw the first performance of a new symphony by one of the world's leading modern composers, Arthur 'Two Sheds' Jackson. Mr Jackson.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
147,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"Good evening.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
148,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","May I just sidetrack for one moment. Mr. Jackson, this, what shall I call it, nickname of yours.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
149,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"Ah yes.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
150,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","'Two sheds'. How did you come by it?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
151,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"Well, I don't use it myself, it's just a few of my friends call me 'Two Sheds'.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
152,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I see, and do you in fact have two sheds?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
153,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"No. No, I've only one shed. I've had one for some time, but a few years ago I said I was thinking of getting another one, and since then some people have called me 'Two Sheds'.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
154,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","In spite of the fact that you only have one.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
155,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,Yes.,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
156,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I see, and are you thinking of purchasing a second shed?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
157,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,No!,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
158,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","To bring you in line with your epithet?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
159,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,No.,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
160,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I see, I see. Well let's return to your symphony. Ah, now then, did you write this symphony...","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
161,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,,"Third Interviewer",in,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
162,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","the shed?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
163,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Have you written any of your recent works in this shed of yours?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
164,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"No it's just a perfectly ordinary garden shed.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
165,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"A picture of a shed appears on the screen behind them.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
166,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I see. And you're thinking of buying this second shed to write in.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
167,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"No, no. Look. This shed business, it doesn't really matter at all, the sheds aren't important. It's just a few friends call me Two Sheds and that's all there is to it. I wish you'd ask me about my music. I'm a composer. People always ask me about the sheds, they've got it out of proportion, I'm fed up with the shed, I wish I'd never got it in the first place.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
168,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I expect you are probably thinking of selling one.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
169,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"I will sell one.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
170,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Then you'll be Arthur 'No Sheds' Jackson?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
171,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"Look, forget about the sheds. They don't matter.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
172,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Mr. Jackson, I think, with respect, we ought to talk about your symphony.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
173,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,What?,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
174,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Apparently your symphony was written for organ and tympani.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
175,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,Jackson,"catches sight of the picture of the shed behind hin","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
176,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"What's that?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
177,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","What's what?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
178,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"It's a shed. Get it off.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
179,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"He points to BP screen shed. The picture of the shed disappears and is replaced by a picture of Jackson. Jackson looks at it carefully.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
180,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,Right.,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
181,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Now then Mr. Jackson...your symphony.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
182,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,,,"CAPTION: 'ARTHUR ""TWO SHEDS"" JACKSON'","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
183,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"Cut back to studio: the picture of him is replaced by a picture of two sheds, one with a question mark over it.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
184,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I understand that you used to be interested in train-spotting.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
185,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","I understand that, about thirty years ago, you were extremely interested in train-spotting.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
186,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"What's that got to do with my bloody music?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
187,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"Enter Second Interviewer from Edward Ross sketch (John)","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
188,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"John Cleese","Second Interviewer","Are you having any trouble from him?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
189,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Yes, a little.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
190,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"John Cleese","Second Interviewer","Exactly. Well we interviewers are more than a match for the likes of you, 'Two Sheds'.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
191,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Yes, make yourself scarce, 'Two Sheds'. This studio isn't big enough for the three of us!","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
192,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"They push him away and propel him out.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
193,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Terry Jones",Jackson,"What are you doing?","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
194,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,Jackson,"he is pushed out of vision with a crash","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
195,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"John Cleese","Second Interviewer","Get your own Arts programme, you fairy!","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
196,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,"Third Interviewer","to camera","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
197,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Arthur 'Two Sheds' Jackson.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
198,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"Cut to linkman. He is about to speak when:","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
199,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,"Third Interviewer",off-screen,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
200,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Eric Idle","Third Interviewer","Never mind, Timmy.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
201,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,"Second Interviewer",off-screen,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
202,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"John Cleese","Second Interviewer","Oh, Michael, you are such a comfort.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
203,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"Michael Palin",Linkman,"Arthur 'Two Sheds'...","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
204,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"Cut to a man in Viking helmet at desk.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
205,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Dialogue,"John Cleese",Viking,...Jackson.,"1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
206,1,"Episode One: Whither Canada?","Arthur 'Two-Sheds' Jackson",Direction,,,"Cut back to linkman.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
207,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Michael Palin",Linkman,"And now for more news of the momentous artistic event in which Pablo Picasso is doing a specially commissioned painting for us whilst riding a bicycle. Pablo Picasso - the founder of modern art - without doubt the greatest abstract painter ever... for the first time painting in motion. But first of all let's have a look at the route he'll be taking.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
208,1,"Episode One: Whither Canada?","Picasso/cycling race",Direction,,,"Cut to Raymond Baxter type standing in front of map. A small cardboard cut-out of Picasso's face is on map and is moved around to illustrate route.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
209,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Michael Palin",Baxter,"Well Picasso will be starting, David, at Chichester here, he'll then cycle on the A29 to Fontwell, he'll then take the A272 which will bring him on to the A3 just north of Hindhead here. From then on Pablo has a straight run on the A3 until he meets the South Circular at Battersea here. Well, this is a truly remarkable occasion as it is the first time that a modern artist of such stature has taken the A272, and it'll be very interesting to see how he copes with the heavy traffic round Wisborough Green. Vicky.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
210,1,"Episode One: Whither Canada?","Picasso/cycling race",Direction,,,"Cut to Vicky, holding a bicycle.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
211,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Eric Idle",Vicky,"Well Picasso will be riding his Viking Super Roadster with the drop handlebars and the dual-thread wheel-rims and with his Wiley-Prat 20-1 synchro-mesh he should experience difficulties on the sort of road surfaces they just don't get abroad. Mitzie.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
212,1,"Episode One: Whither Canada?","Picasso/cycling race",Direction,,,"Cut to linkman at desk with Viking on one side and a knight in armour on the other.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
213,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Michael Palin",Linkman,"And now for the latest report on Picasso's progress over to Reg Moss on the Guildford by-pass.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
214,1,"Episode One: Whither Canada?","Picasso/cycling race",Direction,,,"Reg Moss standing with hand mike by fairly busy road.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
215,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Eric Idle","Reg Moss","Well there's no sign of Picasso at the moment, David. But he should be through here at any moment. However I do have with me Mr Ron Geppo, British Cycling Sprint Champion and this year's winner of the Derby-Doncaster rally.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
216,1,"Episode One: Whither Canada?","Picasso/cycling race",Direction,,,"Geppo is in full cyclist's kit.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
217,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Graham Chapman",Geppo,"Well Reg, I think Pablo should be all right provided he doesn't attempt anything on the monumental scale of some of his earlier paintings, like Guernica or Mademoiselles d'Avignon or even his later War and Peace murals for the Temple of Peace chapel at Vallauris, because with this strong head wind I don't think even Doug Timpson of Manchester Harriers could paint anything on that kind of scale.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
218,1,"Episode One: Whither Canada?","Picasso/cycling race",Dialogue,"Eric Idle","Reg Moss","Well, thank you Ron. Well, there still seems to be no sign of Picasso, so I'll hand you back to the studio.","1969-09-07 00:00:00",1/1,"1969-10-05 00:00:00"
